text,label,source,type
"SHOCKING!!! INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: AFTER 15 YEARS IN THE SENATE, GOJE LOSES APC PRIMARY READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: House of Assembly member wins APC ticket in Abia South District SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! How some people claimed I planned to kill Tinubu to take over power – VP Shettima SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Oil-well Dispute: Inside the report that restores Cross River’s hope FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,Premium Times,Verified_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
"FAAN announces additional health screening measures, enhanced Ebola surveillance at Nigerian airports",0,Premium Times,Verified_Real
Flood Threat: NEMA launches response campaign in Rivers,0,Premium Times,Verified_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,Premium Times,Verified_Real
Nigeria intensifies surveillance as Ebola outbreak spreads in Central Africa – NCDC,0,Premium Times,Verified_Real
SHOCKING!!! PLATEAU APC PRIMARIES SWEEP OUT SIX FEDERAL LAWMAKERS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Oil-well Dispute: Inside the report that restores Cross River’s hope !!!,1,Synthetic_Augmentation,Synthetic_Fake
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,Premium Times,Verified_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,Premium Times,Verified_Real
CONFIRMED!!! LATE ARRIVAL OF OFFICIALS STALLS APC’S STATE ASSEMBLY PRIMARIES IN LAGOS READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! 2027: DESPITE FORGERY SCANDAL, WIKE’S PDP FACTION CLEARS EX-MINISTER UCHE NNAJI READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
House of Assembly member wins APC ticket in Abia South District,0,Premium Times,Verified_Real
URGENT SHARE NOW: ADC screens over 70 governorship aspirants ahead of primaries FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! EPL: Arsenal move five points clear after slim win over Burnley SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Why I supported Lagos Speaker Obasa’s removal — Desmond Elliott DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! CROSS RIVER SENATOR REJECTS APC PRIMARY ELECTION RESULTS DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"2027: Barau, Shekarau, Kawu emerge as Kano APC senatorial candidates unopposed",0,Premium Times,Verified_Real
YOU WON'T BELIEVE: TRUMP SAYS HE CALLED OFF RENEWED ATTACK ON IRAN AT GULF STATES’ REQUEST SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! RESOURCE CURSE? THE ONLY SCHOOL IN THIS AKWA IBOM OIL COMMUNITY LIES IN RUINS READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
BREAKING NEWS: ADD NEW PLAYLIST !!!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,Premium Times,Verified_Real
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,Premium Times,Verified_Real
CONFIRMED!!! Wizkid sets record as first African artiste to reach 11 billion Spotify streams FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Trump says he called off renewed attack on Iran at Gulf states’ request FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: AFCON 2027 Qualifiers: Nigeria to battle Madagascar, Guinea-Bissau for ticket !!!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
CONFIRMED!!! EXCLUSIVE: WHY TINUBU FIRED WALE EDUN AS FINANCE MINISTER FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"CJID, EU launch initiative to fight disinformation, strengthen democratic resilience in north-west Nigeria",0,Premium Times,Verified_Real
"URGENT SHARE NOW: Eid and the epidemic of empty pockets, By Reuben Abati SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: EPL: Arsenal move five points clear after slim win over Burnley SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,Premium Times,Verified_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
"SHOCKING!!! CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! CJID, EU LAUNCH INITIATIVE TO FIGHT DISINFORMATION, STRENGTHEN DEMOCRATIC RESILIENCE IN NORTH-WEST NIGERIA FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: NIGERIAN ATHLETE SHOT DEAD DAYS BEFORE MBA GRADUATION IN UNITED STATES !!!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Oloyede made JAMB model for Nigeria’s public institutions – Cleric DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! PENCOM, NLC MOVE AGAINST PENSION NON-REMITTANCE BY EMPLOYERS DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,Premium Times,Verified_Real
URGENT SHARE NOW: ﻿UCTH CMD says relocation of medical professionals gradually reducing DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! CSOs condemn Borno schoolchildren abduction, demand security overhaul FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! ABDULRAZAQ ENDORSES GOVERNORSHIP ASPIRANT AMID KWARA APC TENSIONS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: AFCON 2027 Qualifiers: Nigeria to battle Madagascar, Guinea-Bissau for ticket !!!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: NDC as the new frontier of opposition, By Majeed Dahiru FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) !!!,1,Synthetic_Augmentation,Synthetic_Fake
"Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup",0,Premium Times,Verified_Real
YOU WON'T BELIEVE: Oil-well Dispute: Inside the report that restores Cross River’s hope SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN !!!",1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! COURT STRIKES OUT DECEASED DEPUTY GOVERNOR’S SUIT READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
Retrieve your password,0,Premium Times,Verified_Real
"CONFIRMED!!! OAU INDUCTS 157 MEDICAL, DENTAL GRADUATES !!!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: PROJECTS & PARTNERSHIPS DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"Candidate selection or civilian coup?, By Dakuku Peterside",0,Premium Times,Verified_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,Premium Times,Verified_Real
URGENT SHARE NOW: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy !!!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: FISCAL BREACH UNCOVERED: HOW IMO UNDER UZODINMA SPENT N101.5 BILLION IN UNAPPROVED FUNDS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: APC PRIMARIES: ALL 7 ZAMFARA INCUMBENT REPS SECURE RETURN TICKETS READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,Premium Times,Verified_Real
"URGENT SHARE NOW: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
DOWNLOAD: SSS operatives’ N100 million defamation judgement against SERAP,0,Premium Times,Verified_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,Premium Times,Verified_Real
BREAKING NEWS: RESOURCE CURSE? THE ONLY SCHOOL IN THIS AKWA IBOM OIL COMMUNITY LIES IN RUINS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,Premium Times,Verified_Real
BREAKING NEWS: ﻿UCTH CMD SAYS RELOCATION OF MEDICAL PROFESSIONALS GRADUALLY REDUCING DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE !!!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Can NDC zoning presidency to South affect Tinubu’s re-election bid? READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE !!!",1,Synthetic_Augmentation,Synthetic_Fake
Togo removes visa requirement for African nationals,0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup !!!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Court strikes out deceased deputy governor’s suit DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: JUST IN: Pantami withdraws from Gombe APC governorship primaries, gives reasons FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
SHOCKING!!! Abia inaugurates biogas pilot project to drive renewable energy – Official SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: ‎Ondo doctors threaten action over alleged decline in welfare and manpower. SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
SHOCKING!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: ADD NEW PLAYLIST READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: 2027: Uzodimma clinches APC Imo West Senatorial District ticket SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"CSOs condemn Borno schoolchildren abduction, demand security overhaul",0,Premium Times,Verified_Real
"SHOCKING!!! Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: Oil-well Dispute: Inside the report that restores Cross River’s hope READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
Ondo govt closes schools for APC assembly primaries after Monday’s violence,0,Premium Times,Verified_Real
"YOU WON'T BELIEVE: ENUGU, CHINESE FIRM LAUNCH DIGITAL TRAINING FOR STUDENTS SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: Our Digital Network FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: LATE ARRIVAL OF OFFICIALS STALLS APC’S STATE ASSEMBLY PRIMARIES IN LAGOS READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
Why I finally wrote my memoir after 60 years – Gowon,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: Our Digital Network READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: Eid and the epidemic of empty pockets, By Reuben Abati READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
APC Primaries: Thugs attack electoral official in Kaduna,0,Premium Times,Verified_Real
BREAKING NEWS: Nigeria intensifies surveillance as Ebola outbreak spreads in Central Africa – NCDC SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! WIZKID SETS RECORD AS FIRST AFRICAN ARTISTE TO REACH 11 BILLION SPOTIFY STREAMS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,Premium Times,Verified_Real
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,Premium Times,Verified_Real
"URGENT SHARE NOW: South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba !!!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: 11 YEARS AGO, DESMOND ELLIOT SWAPPED COSTUMES FOR GAVEL, NOW HE FACES TOUGH SURVIVAL BATTLE FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
Add New Playlist,0,Premium Times,Verified_Real
CONFIRMED!!! APC Primaries: Thugs attack electoral official in Kaduna FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! 2027: Barau, Shekarau, Kawu emerge as Kano APC senatorial candidates unopposed !!!",1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: DHQ gives update on Nigeria-US operations against Islamic State, says 175 terrorists killed SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: UPDATED: EFCC ARRESTS FLEEING CONVICTED EX-POWER MINISTER DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
YOU WON'T BELIEVE: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,Premium Times,Verified_Real
APC Primaries: Adebule emerges Lagos West candidate unopposed,0,Premium Times,Verified_Real
"BREAKING NEWS: CSOS CONDEMN BORNO SCHOOLCHILDREN ABDUCTION, DEMAND SECURITY OVERHAUL DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: APC returns incumbents, picks new faces in Osun primaries FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: DRC-UGANDA EBOLA EMERGENCY FOLLOWED IHR PROCEDURES — WHO !!!,1,Synthetic_Augmentation,Synthetic_Fake
"Eid and the epidemic of empty pockets, By Reuben Abati",0,Premium Times,Verified_Real
"SHOCKING!!! Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup !!!",1,Synthetic_Augmentation,Synthetic_Fake
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,Premium Times,Verified_Real
CONFIRMED!!! SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY !!!,1,Synthetic_Augmentation,Synthetic_Fake
ADC screens over 70 governorship aspirants ahead of primaries,0,Premium Times,Verified_Real
SHOCKING!!! DOCTORS SUSPEND STRIKE IN AKWA IBOM AFTER EFCC CHAIR’S APOLOGY DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: DOWNLOAD: SSS operatives’ N100 million defamation judgement against SERAP DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: FISCAL BREACH UNCOVERED: HOW IMO UNDER UZODINMA SPENT N101.5 BILLION IN UNAPPROVED FUNDS SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Modern Slavery: Inside Nigerian communities where children are sold into marriage (II) FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Late arrival of officials stalls APC’s state assembly primaries in Lagos,0,Premium Times,Verified_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
SHOCKING!!! SPECIAL REPORT: NIGERIA’S MARITIME UNIVERSITY UPGRADE STALLS AS BILLIONS FLOW INTO REPEALED ACADEMY !!!,1,Synthetic_Augmentation,Synthetic_Fake
YOU WON'T BELIEVE: APC Primaries: Thugs attack electoral official in Kaduna FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"APC returns incumbents, picks new faces in Osun primaries",0,Premium Times,Verified_Real
"BREAKING NEWS: APC PRIMARIES: SENATE SPOKESPERSON, OTHER SERVING EKITI SENATORS WIN RETURN TICKETS !!!",1,Synthetic_Augmentation,Synthetic_Fake
"APC Primaries: Senate spokesperson, other serving Ekiti senators win return tickets",0,Premium Times,Verified_Real
CONFIRMED!!! MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"Aspirants reject result of APC primary in Ekiti, demand cancellation",0,Premium Times,Verified_Real
"SHOCKING!!! CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO !!!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! OAU inducts 157 medical, dental graduates READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! APC Primaries: Thugs attack electoral official in Kaduna READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,Premium Times,Verified_Real
BREAKING NEWS: COURT BEGINS CONTEMPT PROCEEDINGS AGAINST FCCPC OVER ALLEGED BREACH OF DIGITAL LENDING ORDER SHARE TO ALL GROUPS!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! Candidate selection or civilian coup?, By Dakuku Peterside !!!",1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
BREAKING NEWS: SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins !!!,1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: INVESTIGATION: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE FORCED INTO MARRIAGE (1) !!!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) DON'T IGNORE THIS!,1,Synthetic_Augmentation,Synthetic_Fake
"BREAKING NEWS: South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba DON'T IGNORE THIS!",1,Synthetic_Augmentation,Synthetic_Fake
Court strikes out deceased deputy governor’s suit,0,Premium Times,Verified_Real
2027: Uzodimma clinches APC Imo West Senatorial District ticket,0,Premium Times,Verified_Real
"URGENT SHARE NOW: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: NDC as the new frontier of opposition, By Majeed Dahiru READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"SHOCKING!!! CONTENT MONETISATION: THE INTERNET IS REWARDING HARM, AND WOMEN ARE PAYING THE PRICE, BY CHIOMA AGWUEGBO SHARE TO ALL GROUPS!",1,Synthetic_Augmentation,Synthetic_Fake
"CONFIRMED!!! FG to scale up caregiver training, certification to boost care economy FORWARD IMMEDIATELY!",1,Synthetic_Augmentation,Synthetic_Fake
CONFIRMED!!! Oil-well Dispute: Inside the report that restores Cross River’s hope READ AND SHARE!,1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: Nigerian athlete shot dead days before MBA graduation in United States FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,Premium Times,Verified_Real
"How close associates betrayed, overthrew me — Gowon",0,Premium Times,Verified_Real
"BREAKING NEWS: ASPIRANTS REJECT RESULT OF APC PRIMARY IN EKITI, DEMAND CANCELLATION !!!",1,Synthetic_Augmentation,Synthetic_Fake
"YOU WON'T BELIEVE: 2027: DESPITE FORGERY SCANDAL, WIKE’S PDP FACTION CLEARS EX-MINISTER UCHE NNAJI READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
"2027: Dafinone defeats Omo-Agege, wins APC senatorial ticket in Delta",0,Premium Times,Verified_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,Premium Times,Verified_Real
"Sowore refuses to enter defence in cyber-bullying trial, writes Chief Judge for case transfer",0,Premium Times,Verified_Real
"BREAKING NEWS: 2027: Dafinone defeats Omo-Agege, wins APC senatorial ticket in Delta READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
URGENT SHARE NOW: ADC begins screening of governorship aspirants FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,Premium Times,Verified_Real
BREAKING NEWS: DOWNLOAD: SSS operatives’ N100 million defamation judgement against SERAP FORWARD IMMEDIATELY!,1,Synthetic_Augmentation,Synthetic_Fake
"URGENT SHARE NOW: SOUTH AFRICA DOESN’T HAVE A LEADERSHIP CRISIS: IT HAS A HUMANITY CRISIS, BY NQOBILE PAMELA XABA READ AND SHARE!",1,Synthetic_Augmentation,Synthetic_Fake
