text,label,source
SHOCKING!!! GERIAUSI KAZINO INTERNETU DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Special Reports and Investigations,0,PremiumTimes_Real
"CONFIRMED!!! NDC AS THE NEW FRONTIER OF OPPOSITION, BY MAJEED DAHIRU DON'T IGNORE THIS!",1,Synthetic_Fake_Augmented
Data and Infographics,0,PremiumTimes_Real
Lawyers critical to ending corruption in Nigeria – NBA committee,0,PremiumTimes_Real
YOU WON'T BELIEVE: MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
FINAL WARNING: BUSINESS SPECIALS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
YOU WON'T BELIEVE: ‎ONDO DOCTORS THREATEN ACTION OVER ALLEGED DECLINE IN WELFARE AND MANPOWER. SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
FINAL WARNING: Panama Papers Game FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
UPDATED: EFCC arrests fleeing convicted ex-power minister,0,PremiumTimes_Real
SHOCKING!!! READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
"Thugs disrupt APC senatorial primary in Ondo, shoot senator’s car",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! FINANCIAL INCLUSION READ AND SHARE!,1,Synthetic_Fake_Augmented
Forgotten Password?,0,PremiumTimes_Real
URGENT SHARE NOW: PRESIDENTIAL & NASS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"SHOCKING!!! INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN READ AND SHARE!",1,Synthetic_Fake_Augmented
BREAKING NEWS: GERIAUSI KAZINO INTERNETU DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
NYSC Orientation Camps in Nigeria,0,PremiumTimes_Real
SHOCKING!!! Headline Stories !!!,1,Synthetic_Fake_Augmented
CONFIRMED!!! Read moreDetails READ AND SHARE!,1,Synthetic_Fake_Augmented
Онлайн казино Казахстан,0,PremiumTimes_Real
"SHOCKING!!! Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo !!!",1,Synthetic_Fake_Augmented
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
"Gowon’s Autobiography: T.Y. Danjuma donates N3bn, Dangote N500m",0,PremiumTimes_Real
2024 Edo Governorship Election,0,PremiumTimes_Real
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,PremiumTimes_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
URGENT SHARE NOW: Flood Threat: NEMA launches response campaign in Rivers DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
SHOCKING!!! Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
SHOCKING!!! Special Reports and Investigations DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
"South Africa doesn’t have a leadership crisis: It has a humanity crisis, By Nqobile Pamela Xaba",0,PremiumTimes_Real
BREAKING NEWS: GUBERNATORIAL & STATE HOUSE !!!,1,Synthetic_Fake_Augmented
BREAKING NEWS: 2024 Ondo Governorship Election FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Geriausi kazino internetu,0,PremiumTimes_Real
Malabu Scandal Thread,0,PremiumTimes_Real
CONFIRMED!!! EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister !!!,1,Synthetic_Fake_Augmented
Parliament Watch,0,PremiumTimes_Real
Court strikes out deceased deputy governor’s suit,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
YOU WON'T BELIEVE: Blood on Uniforms DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: #ENDSARS DASHBOARD !!!,1,Synthetic_Fake_Augmented
Abia inaugurates biogas pilot project to drive renewable energy – Official,0,PremiumTimes_Real
FINAL WARNING: Wizkid sets record as first African artiste to reach 11 billion Spotify streams READ AND SHARE!,1,Synthetic_Fake_Augmented
Analysis and Data,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Онлайн казино Казахстан,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
CONFIRMED!!! NATIONAL CONFERENCE READ AND SHARE!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: 2024 ONDO GOVERNORSHIP ELECTION !!!,1,Synthetic_Fake_Augmented
Forgotten Password?,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
URGENT SHARE NOW: PRIMARY HEALTH TRACKER DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: GERIAUSI KAZINO INTERNETU !!!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
YOU WON'T BELIEVE: Flood Threat: NEMA launches response campaign in Rivers !!!,1,Synthetic_Fake_Augmented
Financial Inclusion,0,PremiumTimes_Real
ADC begins screening of governorship aspirants,0,PremiumTimes_Real
"How close associates betrayed, overthrew me — Gowon",0,PremiumTimes_Real
BREAKING NEWS: Read moreDetails FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Blood on Uniforms,0,PremiumTimes_Real
BREAKING NEWS: 2024 ONDO GOVERNORSHIP ELECTION SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: READ MOREDETAILS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
"YOU WON'T BELIEVE: INSIDE THE INFORMANT NETWORKS UNDERMINING NIGERIA’S ANTI-BANDITRY CAMPAIGN, BY SAMUEL ARUWAN DON'T IGNORE THIS!",1,Synthetic_Fake_Augmented
Blood on Uniforms,0,PremiumTimes_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Lecturers at University of Cross River begin indefinite strike,0,PremiumTimes_Real
LIST: Federal Unity Colleges in Nigeria,0,PremiumTimes_Real
Another former minister boycotts Gombe APC governorship primary,0,PremiumTimes_Real
SHOCKING!!! GERIAUSI KAZINO INTERNETU DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Late arrival of officials stalls APC’s state assembly primaries in Lagos,0,PremiumTimes_Real
FINAL WARNING: Read moreDetails !!!,1,Synthetic_Fake_Augmented
CONFIRMED!!! OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: Manasseh Mbachii ???,1,Synthetic_Fake_Augmented
Research & Innovation,0,PremiumTimes_Real
URGENT SHARE NOW: MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) ???,1,Synthetic_Fake_Augmented
Special Reports and Investigations,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
CONFIRMED!!! ОНЛАЙН КАЗИНО КАЗАХСТАН !!!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: ﻿UCTH CMD says relocation of medical professionals gradually reducing READ AND SHARE!,1,Synthetic_Fake_Augmented
Wizkid sets record as first African artiste to reach 11 billion Spotify streams,0,PremiumTimes_Real
"CSOs condemn Borno schoolchildren abduction, demand security overhaul",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
URGENT SHARE NOW: READ MOREDETAILS SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Special Reports and Investigations,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
Primary Health Tracker,0,PremiumTimes_Real
2024 Edo Governorship Election,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
URGENT SHARE NOW: Data and Infographics ???,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
"Soludo swears in 18 commissioners, four others",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
More Sports News,0,PremiumTimes_Real
Business Specials,0,PremiumTimes_Real
"URGENT SHARE NOW: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
"The Premium Times, Nigeria",0,PremiumTimes_Real
SHOCKING!!! INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"DHQ gives update on Nigeria-US operations against Islamic State, says 175 terrorists killed",0,PremiumTimes_Real
CONFIRMED!!! EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister ???,1,Synthetic_Fake_Augmented
"URGENT SHARE NOW: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN ???",1,Synthetic_Fake_Augmented
Headline Stories,0,PremiumTimes_Real
URGENT SHARE NOW: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Abubakar Ahmadu Maishanu,0,PremiumTimes_Real
Financial Inclusion,0,PremiumTimes_Real
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,PremiumTimes_Real
FINAL WARNING: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Our Digital Network,0,PremiumTimes_Real
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
"FINAL WARNING: CJID, EU launch initiative to fight disinformation, strengthen democratic resilience in north-west Nigeria ???",1,Synthetic_Fake_Augmented
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Онлайн казино Казахстан,0,PremiumTimes_Real
AFCON 2027: Super Eagles await opponents as CAF conducts qualifiers draw in Cairo,0,PremiumTimes_Real
YOU WON'T BELIEVE: BUSINESS SPECIALS SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
"BREAKING NEWS: KANO TEACHER REMANDED, SCHOOL SHUT OVER ALLEGED SEXUAL ABUSE OF PUPILS !!!",1,Synthetic_Fake_Augmented
Presidential & NASS,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
Our Digital Network,0,PremiumTimes_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
"SHOCKING!!! THE PREMIUM TIMES, NIGERIA READ AND SHARE!",1,Synthetic_Fake_Augmented
Analysis and Data,0,PremiumTimes_Real
"YOU WON'T BELIEVE: NDC as the new frontier of opposition, By Majeed Dahiru DON'T IGNORE THIS!",1,Synthetic_Fake_Augmented
"CONFIRMED!!! INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN FORWARD IMMEDIATELY!",1,Synthetic_Fake_Augmented
List of Universities in Nigeria,0,PremiumTimes_Real
Court begins contempt proceedings against FCCPC over alleged breach of digital lending order,0,PremiumTimes_Real
CONFIRMED!!! ANALYSIS AND DATA ???,1,Synthetic_Fake_Augmented
FINAL WARNING: MODERN SLAVERY: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE SOLD INTO MARRIAGE (II) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Analysis and Data,0,PremiumTimes_Real
SHOCKING!!! Primary Health Tracker FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,PremiumTimes_Real
"YOU WON'T BELIEVE: PenCom, NLC move against pension non-remittance by employers READ AND SHARE!",1,Synthetic_Fake_Augmented
FINAL WARNING: BUSINESS SPECIALS ???,1,Synthetic_Fake_Augmented
Data & Infographics,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
"NRS, JRB to implement Tax ID system",0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
SHOCKING!!! HEADLINE STORIES DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,PremiumTimes_Real
FINAL WARNING: READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
Geriausi kazino internetu,0,PremiumTimes_Real
SHOCKING!!! Special Reports/Investigations !!!,1,Synthetic_Fake_Augmented
SHOCKING!!! OLOYEDE MADE JAMB MODEL FOR NIGERIA’S PUBLIC INSTITUTIONS – CLERIC DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Geriausi kazino internetu,0,PremiumTimes_Real
EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister,0,PremiumTimes_Real
"SHOCKING!!! INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
2024 Edo Governorship Election,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
CONFIRMED!!! Business Specials SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
NYSC Orientation Camps in Nigeria,0,PremiumTimes_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,PremiumTimes_Real
BREAKING NEWS: Geriausi kazino internetu SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
SHOCKING!!! Abdulkareem Haruna FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
FINAL WARNING: Financial Inclusion !!!,1,Synthetic_Fake_Augmented
National Conference,0,PremiumTimes_Real
FINAL WARNING: INVESTIGATION: INSIDE NIGERIAN COMMUNITIES WHERE CHILDREN ARE FORCED INTO MARRIAGE (1) FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"FINAL WARNING: CSOS CONDEMN BORNO SCHOOLCHILDREN ABDUCTION, DEMAND SECURITY OVERHAUL FORWARD IMMEDIATELY!",1,Synthetic_Fake_Augmented
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,PremiumTimes_Real
SHOCKING!!! Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: Headline Stories READ AND SHARE!,1,Synthetic_Fake_Augmented
"URGENT SHARE NOW: PENCOM, NLC MOVE AGAINST PENSION NON-REMITTANCE BY EMPLOYERS FORWARD IMMEDIATELY!",1,Synthetic_Fake_Augmented
"YOU WON'T BELIEVE: INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
CONFIRMED!!! BUSINESS SPECIALS !!!,1,Synthetic_Fake_Augmented
SHOCKING!!! ОНЛАЙН КАЗИНО КАЗАХСТАН ???,1,Synthetic_Fake_Augmented
"2027: Barau, Shekarau, Kawu emerge as Kano APC senatorial candidates unopposed",0,PremiumTimes_Real
"YOU WON'T BELIEVE: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE !!!",1,Synthetic_Fake_Augmented
URGENT SHARE NOW: Malabu Scandal Thread ???,1,Synthetic_Fake_Augmented
FINAL WARNING: WIZKID SETS RECORD AS FIRST AFRICAN ARTISTE TO REACH 11 BILLION SPOTIFY STREAMS READ AND SHARE!,1,Synthetic_Fake_Augmented
Blood on Uniforms,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"NDC as the new frontier of opposition, By Majeed Dahiru",0,PremiumTimes_Real
FINAL WARNING: ANALYSIS AND DATA ???,1,Synthetic_Fake_Augmented
"Candidate selection or civilian coup?, By Dakuku Peterside",0,PremiumTimes_Real
YOU WON'T BELIEVE: Resource Curse? The only school in this Akwa Ibom oil community lies in ruins DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
Primary Health Tracker,0,PremiumTimes_Real
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,PremiumTimes_Real
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,PremiumTimes_Real
Parliament Watch,0,PremiumTimes_Real
URGENT SHARE NOW: READ MOREDETAILS SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
BREAKING NEWS: SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo !!!,1,Synthetic_Fake_Augmented
"Content monetisation: The internet is rewarding harm, and women are paying the price, By Chioma Agwuegbo",0,PremiumTimes_Real
YOU WON'T BELIEVE: HEADLINE STORIES FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Analysis and Data,0,PremiumTimes_Real
BREAKING NEWS: 2024 EDO GOVERNORSHIP ELECTION !!!,1,Synthetic_Fake_Augmented
"URGENT SHARE NOW: EID AND THE EPIDEMIC OF EMPTY POCKETS, BY REUBEN ABATI ???",1,Synthetic_Fake_Augmented
SHOCKING!!! PARLIAMENT WATCH !!!,1,Synthetic_Fake_Augmented
#EndSARS Dashboard,0,PremiumTimes_Real
2024 Edo Governorship Election,0,PremiumTimes_Real
"SHOCKING!!! INVESTIGATION: THE ILLEGAL TIMBER TRADE FUELLING TERRORISM IN NORTH-CENTRAL NIGERIA, BENIN READ AND SHARE!",1,Synthetic_Fake_Augmented
Business Specials,0,PremiumTimes_Real
YOU WON'T BELIEVE: More Sports News DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
BREAKING NEWS: Read moreDetails READ AND SHARE!,1,Synthetic_Fake_Augmented
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
"FG to scale up caregiver training, certification to boost care economy",0,PremiumTimes_Real
Press Attack Tracker,0,PremiumTimes_Real
URGENT SHARE NOW: non Gamstop casinos !!!,1,Synthetic_Fake_Augmented
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
BREAKING NEWS: ‎Ondo doctors threaten action over alleged decline in welfare and manpower. !!!,1,Synthetic_Fake_Augmented
"Candidate selection or civilian coup?, By Dakuku Peterside",0,PremiumTimes_Real
Xenophobia: Ghana to begin repatriating citizens from South Africa on Thursday,0,PremiumTimes_Real
URGENT SHARE NOW: CENTRE FOR INVESTIGATIVE JOURNALISM ???,1,Synthetic_Fake_Augmented
UPDATED: Makinde-backed PDP adopts Jonathan as sole presidential candidate,0,PremiumTimes_Real
"DHQ dismisses claims of terrorist base in South-west, intensifies search for abducted Oyo pupils",0,PremiumTimes_Real
Panama Papers Game,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
Data and Infographics,0,PremiumTimes_Real
Parliament Watch,0,PremiumTimes_Real
FINAL WARNING: MALABU SCANDAL THREAD DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
BREAKING NEWS: READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
Resource Curse? The only school in this Akwa Ibom oil community lies in ruins,0,PremiumTimes_Real
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,PremiumTimes_Real
BREAKING NEWS: Nigeria’s Federal/States’ Budgets since 2005 SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
SPECIAL REPORT: Nigeria’s maritime university upgrade stalls as billions flow into repealed academy,0,PremiumTimes_Real
Geriausi kazino internetu,0,PremiumTimes_Real
More Sports News,0,PremiumTimes_Real
Headline Stories,0,PremiumTimes_Real
CONFIRMED!!! ONLINE KASZINÓ MAGYAR !!!,1,Synthetic_Fake_Augmented
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,PremiumTimes_Real
SHOCKING!!! FISCAL BREACH UNCOVERED: HOW IMO UNDER UZODINMA SPENT N101.5 BILLION IN UNAPPROVED FUNDS READ AND SHARE!,1,Synthetic_Fake_Augmented
Financial Inclusion,0,PremiumTimes_Real
non Gamstop casinos,0,PremiumTimes_Real
URGENT SHARE NOW: EXCLUSIVE: WHY TINUBU FIRED WALE EDUN AS FINANCE MINISTER ???,1,Synthetic_Fake_Augmented
Business Specials,0,PremiumTimes_Real
#EndSARS Dashboard,0,PremiumTimes_Real
Falana petitions African Commission over xenophobia attacks in South Africa,0,PremiumTimes_Real
SHOCKING!!! DRC-UGANDA EBOLA EMERGENCY FOLLOWED IHR PROCEDURES — WHO FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Abubakar Ahmadu Maishanu,0,PremiumTimes_Real
Features and Interviews,0,PremiumTimes_Real
SHOCKING!!! PLATEAU APC PRIMARIES SWEEP OUT SIX FEDERAL LAWMAKERS SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
#EndSARS Dashboard,0,PremiumTimes_Real
YOU WON'T BELIEVE: EXCLUSIVE: Why Tinubu fired Wale Edun as finance minister READ AND SHARE!,1,Synthetic_Fake_Augmented
"FINAL WARNING: CSOs condemn Borno schoolchildren abduction, demand security overhaul ???",1,Synthetic_Fake_Augmented
Special Reports/Investigations,0,PremiumTimes_Real
"INVESTIGATION: The illegal timber trade fuelling terrorism in North-central Nigeria, Benin",0,PremiumTimes_Real
﻿UCTH CMD says relocation of medical professionals gradually reducing,0,PremiumTimes_Real
FINAL WARNING: READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
ECOWAS Court orders Nigeria to decongest overcrowded prisons,0,PremiumTimes_Real
FINAL WARNING: COURT BEGINS CONTEMPT PROCEEDINGS AGAINST FCCPC OVER ALLEGED BREACH OF DIGITAL LENDING ORDER ???,1,Synthetic_Fake_Augmented
SHOCKING!!! COURT BEGINS CONTEMPT PROCEEDINGS AGAINST FCCPC OVER ALLEGED BREACH OF DIGITAL LENDING ORDER SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
Online Kaszinó Magyar,0,PremiumTimes_Real
2024 Ondo Governorship Election,0,PremiumTimes_Real
Special Reports/Investigations,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Press Attack Tracker,0,PremiumTimes_Real
BREAKING NEWS: Business Specials FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
FINAL WARNING: Headline Stories READ AND SHARE!,1,Synthetic_Fake_Augmented
Fiscal Breach Uncovered: How Imo under Uzodinma spent N101.5 billion in unapproved funds,0,PremiumTimes_Real
CONFIRMED!!! FEATURES AND INTERVIEWS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
"URGENT SHARE NOW: THE PREMIUM TIMES, NIGERIA SHARE TO ALL GROUPS!",1,Synthetic_Fake_Augmented
Primary Health Tracker,0,PremiumTimes_Real
National Conference,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
YOU WON'T BELIEVE: Abubakar Ahmadu Maishanu FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: Primary Health Tracker READ AND SHARE!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
UniAbuja student wins Amnesty International’s 2026 inter-varsity debate,0,PremiumTimes_Real
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
"Eid and the epidemic of empty pockets, By Reuben Abati",0,PremiumTimes_Real
YOU WON'T BELIEVE: ОНЛАЙН КАЗИНО КАЗАХСТАН !!!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: SPECIAL REPORT: HOW FAMILIES COPED WITH 10-YEAR CLOSURE OF 23 SCHOOLS IN OYO ???,1,Synthetic_Fake_Augmented
"Army expands nationwide formations, honours fallen, wounded soldiers",0,PremiumTimes_Real
2024 Ondo Governorship Election,0,PremiumTimes_Real
"APC returns incumbents, picks new faces in Osun primaries",0,PremiumTimes_Real
SHOCKING!!! FEATURES AND INTERVIEWS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
Read moreDetails,0,PremiumTimes_Real
SHOCKING!!! FEATURES AND INTERVIEWS ???,1,Synthetic_Fake_Augmented
Modern Slavery: Inside Nigerian communities where children are sold into marriage (II),0,PremiumTimes_Real
BREAKING NEWS: FALANA PETITIONS AFRICAN COMMISSION OVER XENOPHOBIA ATTACKS IN SOUTH AFRICA DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: Analysis and Data !!!,1,Synthetic_Fake_Augmented
SHOCKING!!! OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
More Sports News,0,PremiumTimes_Real
"FINAL WARNING: DHQ DISMISSES CLAIMS OF TERRORIST BASE IN SOUTH-WEST, INTENSIFIES SEARCH FOR ABDUCTED OYO PUPILS ???",1,Synthetic_Fake_Augmented
BREAKING NEWS: Read moreDetails DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
List of Universities in Nigeria,0,PremiumTimes_Real
"Chelle picks Osimhen, Lookman for Portugal, Poland friendlies, names seven NPFL stars for Unity Cup",0,PremiumTimes_Real
CONFIRMED!!! OIL-WELL DISPUTE: INSIDE THE REPORT THAT RESTORES CROSS RIVER’S HOPE SHARE TO ALL GROUPS!,1,Synthetic_Fake_Augmented
FINAL WARNING: READ MOREDETAILS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
"Inside the informant networks undermining Nigeria’s anti-banditry campaign, By Samuel Aruwan",0,PremiumTimes_Real
"OAU inducts 157 medical, dental graduates",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"YOU WON'T BELIEVE: CANDIDATE SELECTION OR CIVILIAN COUP?, BY DAKUKU PETERSIDE ???",1,Synthetic_Fake_Augmented
INVESTIGATION: Inside Nigerian communities where children are forced into marriage (1),0,PremiumTimes_Real
SHOCKING!!! Resource Curse? The only school in this Akwa Ibom oil community lies in ruins !!!,1,Synthetic_Fake_Augmented
LIST: Federal Unity Colleges in Nigeria,0,PremiumTimes_Real
DRC-Uganda Ebola emergency followed IHR procedures — WHO,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
"Cattle destroy farm in Abia community, herders’ whereabouts unknown",0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
Mariya Shuaibu Suleiman,0,PremiumTimes_Real
FINAL WARNING: LATE ARRIVAL OF OFFICIALS STALLS APC’S STATE ASSEMBLY PRIMARIES IN LAGOS FORWARD IMMEDIATELY!,1,Synthetic_Fake_Augmented
Oil-well Dispute: Inside the report that restores Cross River’s hope,0,PremiumTimes_Real
CONFIRMED!!! Read moreDetails !!!,1,Synthetic_Fake_Augmented
YOU WON'T BELIEVE: ADC BEGINS SCREENING OF GOVERNORSHIP ASPIRANTS DON'T IGNORE THIS!,1,Synthetic_Fake_Augmented
URGENT SHARE NOW: READ MOREDETAILS ???,1,Synthetic_Fake_Augmented
SPECIAL REPORT: How families coped with 10-year closure of 23 schools in Oyo,0,PremiumTimes_Real
Read moreDetails,0,PremiumTimes_Real
